Fehezanteny,Sokajinteny
"""Dia nahiratra ny mason'izy mivady, ka fantany fa mitanjaka izy; ary nanjaitra ravin'aviavy izy, ka nataony sikina ho azy.""",Mpampitohy Matoanteny Mpanoritra Anarana Mpisolo Anarana Kianteny Matoanteny Tambinteny Matoanteny Mpisolo Mpampitohy Matoanteny Anarana Anarana Mpisolo Kianteny Matoanteny Anarana Kianteny Mpisolo
"""Ary nandre an'i Jehovah Andriamanitra nitsangantsangana teo amin'ny saha izy, rehefa ho hariva ny andro; ary ralehilahy sy ny vadiny niery ny tavan'i Jehovah Andriamanitra tao anaty hazo tao amin'ny saha.""",Mpampitohy Matoanteny Tambinteny Mpanoritra Anarana Anarana Matoanteny Tambinteny Mpampiankina Mpanoritra Anarana Mpisolo Tambinteny Kianteny Anarana Mpanoritra Anarana Mpampitohy Anarana Mpampitohy Mpanoritra Anarana Matoanteny Mpanoritra Anarana Mpanoritra Anarana Anarana Tambinteny Mpampiankina Anarana Tambinteny Mpampiankina Mpanoritra Anarana
"""Ary Jehovah Andriamanitra dia niantso an-dralehilahy ka nanao taminy hoe: Aiza moa ianao?""",Mpampitohy Anarana Anarana Kianteny Matoanteny Mpampiankina Anarana Kianteny Matoanteny Mpampiankina Tambinteny Tambinteny Kianteny Mpisolo
"""Dia hoy izy: Nandre Anao tao amin'ny saha aho; dia natahotra aho, satria mitanjaka, ka dia niery.""",Mpampitohy Mpamaritra Mpisolo Matoanteny Mpisolo Tambinteny Mpampiankina Mpanoritra Anarana Mpisolo Kianteny Matoanteny Mpisolo Mpampitohy Matoanteny Kianteny Kianteny Matoanteny 
"""Ary hoy Izy: Iza moa no nanambara taminao fa mitanjaka ianao? Efa nihinanao va ny hazo izay nandrarako anao tsy hihinananao?""",Mpampitohy Mpamaritra Mpisolo Mpisolo Kianteny Kianteny Matoanteny Mpampiankina Tambinteny Matoanteny Mpisolo Tambinteny Matoanteny Kianteny Mpanoritra Anarana Mpisolo Matoanteny Mpisolo Tambinteny Matoanteny 
"""Dia hoy ralehilahy: Ny vehivavy izay nomenao ho namako, izy no nanome ahy ny voankazo, ka dia nihinana aho.""",Mpampitohy Mpamaritra Anarana Mpanoritra Anarana Mpisolo Matoanteny Kianteny Anarana Mpisolo Kianteny Matoanteny Mpisolo Mpanoritra Anarana Kianteny Kianteny Matoanteny Mpisolo
"""Ary hoy Jehovah Andriamanitra tamin-dravehivavy: Inona izao nataonao izao? Dia hoy ravehivavy: Ny menarana no namitaka ahy, ka dia nihinana aho.""",Mpampitohy Mpamaritra Anarana Anarana Mpampiankina Anarana Mpisolo Mpisolo Matoanteny Mpisolo Mpampitohy Mpamaritra Anarana Mpanoritra Anarana Kianteny Matoanteny Mpisolo Kianteny Kianteny Matoanteny Mpisolo
"""Ary hoy Jehovah Andriamanitra tamin'ny menarana: Satria nanao izany ianao, koa amin'ny biby fiompy rehetra sy ny bibi-dia rehetra dia ianao no voaozona: ny kibonao no handehananao, ary vovo-tany no hohaninao amin'ny andro rehetra hiainanao.""", Mpampitohy Mpamaritra Anarana Anarana Mpampiankina Mpanoritra Anarana Mpampitohy Matoanteny Mpisolo Mpisolo Mpampitohy Mpampiankina Mpanoritra Anarana Anarana Mpamaritra Mpampitohy Mpanoritra Anarana Anarana Mpamaritra Kianteny Mpisolo Kianteny Matoanteny Mpanoritra Anarana Kianteny Matoanteny Mpampitohy Anarana Anarana Kianteny Matoanteny Mpampiankina Mpanoritra Anarana Mpamaritra Matoanteny
"""Dia hampifandrafesiko ianao sy ny vehivavy ary ny taranakao sy ny taranany: izy hanorotoro ny lohanao, ary ianao kosa hanorotoro ny ombelahin-tongony.""",Mpampitohy Matoanteny Mpisolo Mpampitohy Mpanoritra Anarana Mpampitohy Mpanoritra Anarana Mpampitohy Mpanoritra Anarana Mpisolo Matoanteny Mpanoritra Anarana Mpampitohy Mpisolo Mpampitohy Matoanteny Mpanoritra Anarana Anarana
"""Ary hoy koa Izy tamin-dravehivavy: Hahabe dia hahabe ny fahorianao Aho, indrindra fa raha manan'anaka ianao; ary fahoriana no hiterahanao zanaka; ary ny vadinao no hianteheran'ny fanirianao, ka izy no hanapaka anao.""",Mpampitohy Mpamaritra Mpampitohy Mpisolo Mpampiankina Anarana Matoanteny Kianteny Matoanteny Mpanoritra Anarana Mpisolo Tambinteny Tambinteny Mpampitohy Matoanteny Anarana Mpisolo Mpampitohy Anarana Kianteny Matoanteny Anarana Mpampitohy Mpanoritra Anarana Kianteny Matoanteny Mpanoritra Anarana Kianteny Mpisolo Kianteny Matoanteny Mpisolo 
"""Ary hoy koa Izy tamin'i Adama: Satria efa nihaino ny feon'ny vadinao ianao, ka nihinananao ny hazo, izay nandrarako anao hoe: Aza ihinananao izany, dia voaozona ny tany noho izay nataonao; fahoriana no hihinanao ny vokany amin'ny andro rehetra hiainanao.""",Mpampitohy Mpamaritra Mpampitohy Mpisolo Mpampiankina Mpanoritra Anarana Mpampitohy Tambinteny Matoanteny Mpanoritra Anarana Mpanoritra Anarana Mpisolo Kianteny Matoanteny Mpanoritra Anarana Mpisolo Matoanteny Mpisolo Tambinteny Kianteny Matoanteny Mpisolo Mpampitohy Matoanteny Mpanoritra Anarana Mpampitohy Mpisolo Matoanteny Anarana Kianteny Matoanteny Mpanoritra Anarana Mpampiankina Mpanoritra Anarana Mpamaritra Matoanteny
"""Ary haniry tsilo sy hery ho anao izy; ary hohaninao ny anana famboly.""", Mpampitohy Matoanteny Anarana Mpampitohy Anarana Kianteny Mpisolo Mpisolo Mpampitohy Matoanteny Mpanoritra Anarana Anarana
"""Ny fahatsembohan'ny tavanao no hahazoanao hanina mandra-piverinao any amin'ny tany; fa ny tany no nanalana anao; fa vovoka ianao, ary hiverina ho amin'ny vovoka indray ianao.""",Mpanoritra Anarana Mpanoritra Anarana Kianteny Matoanteny Anarana Matoanteny Anarana Tambinteny Mpampiankina Mpanoritra Anarana Tambinteny Mpanoritra Anarana Kianteny Matoanteny Mpisolo Tambinteny Anarana Mpisolo Mpampitohy Matoanteny Kianteny Mpampiankina Mpanoritra Anarana Tambinteny Mpisolo
"""Ary ralehilahy nanao ny anaran'ny vadiny hoe Eva, satria izy no renin'ny olombelona rehetra.""",Mpampitohy Anarana Matoanteny Mpanoritra Anarana Mpanoritra Anarana Tambinteny Anarana Mpampitohy Mpisolo Kianteny Anarana Mpanoritra Anarana Mpamaritra
"""Ary Jehovah Andriamanitra nanao akanjo hoditra ho an'i Adama sy ny vadiny ka nampiakanjo azy.""",Mpampitohy Anarana Anarana Matoanteny Anarana Anarana Kianteny Mpampiankina Mpanoritra Anarana Mpampitohy Mpanoritra Anarana Kianteny Matoanteny Mpisolo
"""Ary hoy Jehovah Andriamanitra: Indro, ny olona efa tonga tahaka ny anankiray amintsika ka hahalala ny tsara sy ny ratsy; ary ankehitriny, andrao haninjitra ny tànany izy ka hakany koa ny hazon'aina, ary hohaniny, ka ho velona mandrakizay izy; ka dia nesorin'i Jehovah Andriamanitra tamin'ny saha Edena izy hiasa ny tany izay nanalana azy.""",Mpampitohy Mpamaritra Anarana Anarana Tenim-piotanana Mpanoritra Anarana Tambinteny Matoanteny Mpamaritra Mpanoritra Mpamaritra Mpampiankina Kianteny Matoanteny Mpanoritra Anarana Mpampitohy Mpanoritra Anarana Mpampitohy Tambinteny Tambinteny Matoanteny Mpanoritra Anarana Mpisolo Kianteny Matoanteny Mpampitohy Mpanoritra Anarana Anarana Mpampitohy Matoanteny Kianteny Kianteny Matoanteny Tambinteny Mpisolo Kianteny Kianteny Matoanteny Mpanoritra Anarana Anarana Mpampiankina Mpanoritra Anarana Anarana Mpisolo Matoanteny Mpanoritra Anarana Mpisolo Matoanteny Mpisolo
"""Eny, noroahiny ny olona; ary nampitoeriny tany atsinanan'ny saha Edena ny kerobima sy ny lelafon'ny sabatra mihebiheby hiambina ny lalana mankany amin'ny hazon'aina.""",Tambinteny Matoanteny Mpanoritra Anarana Mpampitohy Matoanteny Anarana Anarana Mpanoritra Anarana Anarana Mpanoritra Anarana Mpampitohy Mpanoritra Anarana Mpanoritra Anarana Matoanteny Matoanteny Mpanoritra Anarana Matoanteny Mpampiankina Mpanoritra Anarana Anarana
"""Ary Adama nahalala an'i Eva vadiny; dia nanan'anaka Eva ka niteraka an'i Kaina, ary hoy izy: Efa nahazo zazalahy tamin'i Jehovah aho.""",Mpampitohy Anarana Matoanteny Mpampiankina Mpanoritra Anarana Anarana Mpampitohy Matoanteny Anarana Anarana Kianteny Matoanteny Mpampiankina Mpanoritra Anarana Mpampitohy Mpamaritra Mpisolo Tambinteny Matoanteny Anarana Mpampiankina Mpanoritra Anarana Mpisolo
"""Ary niteraka an'i Abela rahalahiny koa izy.""",Mpampitohy Matoanteny Mpampiankina Mpanoritra Anarana Anarana Mpampitohy Mpisolo
"""Ary Abela dia mpiandry ondry, fa Kaina kosa mpiasa tany.""",Mpampitohy Anarana Kianteny Anarana Anarana Tambinteny Anarana Mpampitohy Anarana Anarana
"""Ary rehefa afaka elaela, dia nitondran'i Kaina ny vokatry ny tany ho fanatitra ho an'i Jehovah; fa nitondran'i Abela kosa ny voalohan-terak'ondriny, dia izay matavy.""",Mpampitohy Tambinteny Matoanteny Mpamaritra Kianteny Matoanteny Mpanoritra Anarana Mpanoritra Anarana Mpanoritra Anarana Kianteny Anarana Kianteny Mpampiankina Mpanoritra Anarana Tambinteny Matoanteny Mpanoritra Anarana Mpampitohy Mpanoritra Tambinteny Anarana Anarana Kianteny Mpisolo Mpamaritra
"""Ary Jehovah nankasitraka an'i Abela mbamin'ny fanatiny; fa Kaina mbamin'ny fanatiny kosa tsy mba nankasitrahany.""",Mpampitohy Anarana Matoanteny Tambinteny Mpanoritra Anarana Mpampiankina Mpanoritra Anarana Tambinteny Anarana Mpampiankina Mpanoritra Anarana Mpampitohy Tambinteny Kianteny Matoanteny
"""Dia tezitra indrindra Kaina, sady nanjombona ny tarehiny.""",Mpampitohy Mpamaritra Tambinteny Anarana Mpampitohy Matoanteny Mpanoritra Anarana
"""Ary hoy Jehovah tamin'i Kaina: Nahoana no tezitra ianao? Ary nahoana no manjombona ny tarehinao?""",Mpampitohy Mpamaritra Anarana Mpampiankina Mpanoritra Anarana Tambinteny Kianteny Mpamaritra Mpisolo Mpampitohy Tambinteny Kianteny Matoanteny Mpanoritra Anarana
"""Raha tsara toetra ianao, moa tsy ho miramirana va? Fa raha tsy tsara toetra kosa ianao, dia mamitsaka eo am-baravarana ny ota; ary ianao no kendren'ny faniriany, kanefa ianao no tokony hanapaka azy.""",Mpampitohy Mpamaritra Anarana Mpisolo Kianteny Tambinteny Kianteny Matoanteny Kianteny Tambinteny Mpampitohy Tambinteny Mpamaritra Anarana Mpampitohy Mpisolo Kianteny Matoanteny Tambinteny Mpampiankina Anarana Mpanoritra Anarana Mpampitohy Mpisolo Kianteny Anarana Mpanoritra Anarana Mpampitohy Mpisolo Kianteny Tambinteny Matoanteny Mpisolo 
"""Ary Kaina niteny tamin'i Abela rahalahiny; ary nony tany an-tsaha izy mirahalahy, dia nitsangana Kaina nanatona an'i Abela rahalahiny, ka namono azy.""",Mpampitohy Anarana Matoanteny Mpampiankina Mpanoritra Anarana Anarana Mpampitohy Mpampitohy Tambinteny Mpampiankina Anarana Mpisolo Anarana Kianteny Matoanteny Anarana Matoanteny Mpampiankina Mpanoritra Anarana Anarana Kianteny Matoanteny Mpisolo
"""Ary hoy Jehovah tamin'i Kaina: Aiza Abela rahalahinao? Fa hoy izy: Asa; moa mpitandrina ny rahalahiko va aho?""",Mpampitohy Mpamaritra Anarana Mpampiankina Mpanoritra Anarana Tambinteny Anarana Anarana Tambinteny Mpamaritra Mpisolo Tenim-piotanana Kianteny Anarana Mpanoritra Anarana Kianteny Mpisolo
"""Ary hoy Izy: Inona no nataonao? Ny feon'ny ran'ny rahalahinao mitaraina amiko avy amin'ny tany.""",Mpampitohy Mpamaritra Mpisolo Mpisolo Kianteny Matoanteny Mpanoritra Anarana Mpanoritra Anarana Mpanoritra Anarana Matoanteny Mpisolo Mpamaritra Mpampiankina Mpanoritra Anarana
"""Ary ankehitriny dia voaozona ianao hiala amin'ny tany onenana, izay nivava hitelina ny ran'ny rahalahinao nalatsaky ny tananao.""",Mpampitohy Tambinteny Kianteny Matoanteny Mpisolo Matoanteny Mpampiankina Mpanoritra Anarana Matoanteny Mpisolo Matoanteny Matoanteny Mpanoritra Anarana Mpanoritra Anarana Matoanteny Mpanoritra Anarana
"""Raha miasa ny tany ianao, tsy mba hahavokatra ho anao intsony izy; ho mpanjenjena sy mpirenireny eny ambonin'ny tany ianao.""",Mpampitohy Matoanteny Mpanoritra Anarana Mpisolo Tambinteny Kianteny Matoanteny Kianteny Mpisolo Tambinteny Mpisolo Kianteny Anarana Mpampitohy Anarana Tambinteny Tambinteny Mpanoritra Anarana Mpisolo
"""Dia hoy Kaina tamin'i Jehovah: Lehibe ny valin'ny heloko mihoatra noho izay zakako.""",Mpampitohy Mpamaritra Anarana Mpampiankina Mpanoritra Anarana Mpamaritra Mpanoritra Anarana Mpanoritra Anarana Mpamaritra Mpampitohy Mpisolo Anarana
"""Indro, efa noroahinao hiala amin'ny tany onenana aho androany; dia hiery ny tavanao aho ary ho mpanjenjena sy mpirenireny eny ambonin'ny tany; koa na iza na iza hahita ahy dia hamono ahy.""",Tenim-piotanana Tambinteny Matoanteny Matoanteny Mpampiankina Mpanoritra Anarana Matoanteny Mpisolo Tambinteny Mpampitohy Matoanteny Mpanoritra Matoanteny Mpisolo Mpampitohy Kianteny Anarana Mpampitohy Anarana Tambinteny Tambinteny Mpanoritra Anarana Mpampitohy Kianteny Mpisolo Kianteny Mpisolo Matoanteny Mpisolo Kianteny Matoanteny Mpisolo 
"""Ary hoy Jehovah taminy: Noho izany na iza na iza hamono an'i Kaina, dia hovaliana fito eny izy.""",Mpampitohy Mpamaritra Anarana Mpampiankina Mpampitohy Mpisolo Kianteny Mpisolo Kianteny Mpisolo Matoanteny Tambinteny Mpanoritra Anarana Kianteny Matoanteny Tambinteny Tambinteny Mpisolo
"""Ary Jehovah nanao famantarana ho an'i Kaina; mba tsy hisy hamono azy izay rehetra hahita azy.""",Mpampitohy Anarana Matoanteny Anarana Kianteny Tambinteny Mpanoritra Anarana Kianteny Tambinteny Matoanteny Matoanteny Mpisolo Mpisolo Mpamaritra Matoanteny Mpisolo
"""Ary Kaina dia niala teo anatrehan'i Jehovah ka nonina tao amin'ny tany Noda tandrifin'i Edena.""",Mpampitohy Anarana Kianteny Matoanteny Tambinteny Tambinteny Mpanoritra Anarana Kianteny Matoanteny Tambinteny Mpampiankina Mpanoritra Anarana Anarana Tambinteny Mpanoritra Anarana
"""Ary Kaina nahalala ny vadiny, dia nanan'anaka ravehivavy ka niteraka an'i Enoka; ary nanorina vohitra Kaina, ka ny anaran'ny vohitra dia nataony hoe Enoka, araka ny anaran'ny zananilahy.""",Mpampitohy Anarana Matoanteny Mpanoritra Anarana Kianteny Matoanteny Anarana Anarana Kianteny Matoanteny Tambinteny Mpanoritra Anarana Mpampitohy Matoanteny Anarana Anarana Kianteny Mpanoritra Anarana Mpanoritra Anarana Kianteny Matoanteny Tambinteny Anarana Mpampiankina Mpanoritra Anarana Mpanoritra Anarana 
"""Ary Enoka niteraka an'Irada; ary Irada niteraka an'i Mehojaela; ary Mehojaela niteraka an'i Metosaela; ary Metosaela niteraka an'i Lameka.""",Mpampitohy Anarana Matoanteny Tambinteny Anarana Mpampitohy Anarana Matoanteny Tambinteny Mpanoritra Anarana Mpampitohy Anarana Matoanteny Tambinteny Mpanoritra Anarana Mpampitohy Anarana Matoanteny Tambinteny Mpanoritra Anarana
"""Ary Lameka nampirafy roa: ny anaran'ny anankiray Ada, ary ny anaran'ny anankiray Zila.""",Mpampitohy Anarana Matoanteny Tambinteny Mpanoritra Anarana Mpanoritra Tambinteny Anarana Mpampitohy Mpanoritra Anarana Mpanoritra Tambinteny Anarana
"""Ary Ada niteraka an'i Jabala; izy no rain'ny mpitoetra an-day, mpiandry omby aman'ondry.""",Mpampitohy Anarana Matoanteny Tambinteny Mpanoritra Anarana Mpisolo Kianteny Anarana Mpanoritra Anarana Tambinteny Anarana Anarana Anarana Mpampiankina Anarana
"""Ary ny anaran'ny rahalahiny dia Jobala; izy no rain'ny mpitendry lokanga sy mpitsoka sodina rehetra.""", Mpampitohy Mpanoritra Anarana Mpanoritra Anarana Kianteny Anarana Mpisolo Kianteny Anarana Mpanoritra Anarana Anarana Mpampitohy Anarana Anarana Mpamaritra
"""Ary Zila kosa niteraka an'i Tobala-kaina, mpanefy fiasana maranitra, na varahina na vy; ary ny anabavin'i Tobala-kaina dia Nama.""",Mpampitohy Anarana Mpampitohy Matoanteny Tambinteny Mpampitohy Anarana Anarana Anarana Anarana Mpamaritra Kianteny Anarana Kianteny Anarana Mpampitohy Mpanoritra Anarana Mpanoritra Anarana Anarana Kianteny Anarana
"""Ary hoy Lameka tamin'ny vadiny: Ry Ada sy Zila ô, mihainoa ny feoko; Ry vadin'i Lameka, mitandrema ny teniko: Efa namono lehilahy aho noho ny feriko, Ary tovolahy noho ny faharatrako.""",Mpampitohy Mpamaritra Anarana Mpampiankina Mpanoritra Anarana Kianteny Anarana Mpampitohy Anarana Tenim-piotanana Matoanteny Mpanoritra Anarana Kianteny Anarana Mpanoritra Anarana Matoanteny Mpanoritra Anarana Tambinteny Matoanteny Anarana Mpisolo Mpampitohy Mpanoritra Anarana Mpampitohy Anarana Mpampitohy Mpanoritra Anarana
"""Raha valiana fito heny izay mamono an'i Kaina, Dia fito amby fito-polo heny kosa izay mamono an'i Lameka.""",Mpampitohy Matoanteny Mpamaritra Mpamaritra Mpisolo Matoanteny Tambinteny Mpanoritra Anarana Kianteny Mpamaritra Anarana Mpamaritra Mpamaritra Mpamaritra Mpampitohy Mpisolo Matoanteny Tambinteny Mpanoritra Anarana 
"""Ary Adama nahalala ny vadiny indray, ka dia niteraka zazalahy ravehivavy; ary ny anarany nataony hoe Seta; fa Andriamanitra, hoy izy, efa nanome ahy zanaka anankiray koa ho solon'i Abela, satria novonoin'i Kaina izy.""",Mpampitohy Anarana Matoanteny Mpanoritra Anarana Tambinteny Kianteny Kianteny Matoanteny Anarana Anarana Mpampitohy Mpanoritra Anarana Matoanteny Tambinteny Anarana Tambinteny Anarana Mpamaritra Mpisolo Tambinteny Matoanteny Mpisolo Anarana Mpamaritra Mpampitohy Kianteny Matoanteny Mpanoritra Anarana Mpampitohy Matoanteny Mpanoritra Anarana Mpisolo
"""Ary Seta koa niteraka zazalahy; ary ny anarany nataony hoe Enosy.""",Mpampitohy Anarana Mpampitohy Matoanteny Anarana Mpampitohy Mpanoritra Anarana Matoanteny Tambinteny Anarana
"""Ary Seta koa niteraka zazalahy; ary ny anarany nataony hoe Enosy.""",Mpampitohy Anarana Mpampitohy Matoanteny Anarana Mpampitohy Mpanoritra Anarana Matoanteny Tambinteny Anarana
"""Ity no boky milaza ny taranak'i Adama: Tamin'ny andro namoronan'Andriamanitra ny olona dia tahaka ny tarehin'Andriamanitra no nanaovany azy;lahy sy vavy no namoronany azy; dia nitahy azy Izy ka nanao ny anarany hoe Adama tamin'ny andro namoronany azy.""",Mpisolo Kianteny Anarana Matoanteny Mpanoritra Anarana Mpanoritra Anarana Mpampiankina Mpanoritra Anarana Matoanteny Anarana Mpanoritra Anarana Kianteny Mpamaritra Mpanoritra Anarana Anarana Kianteny Matoanteny Anarana Anarana Mpampitohy Anarana Kianteny Matoanteny Mpisolo Kianteny Matoanteny Mpisolo Mpisolo Kianteny Matoanteny Mpanoritra Anarana Tambinteny Anarana Mpampiankina Mpanoritra Anarana Matoanteny Mpisolo
"""Ary rehefa telo-polo amby zato taona ny andro niainan'i Adama, dia niteraka tahaka ny tarehiny, araka ny endriny izy; ary ny anarany nataony hoe Seta.""",Mpampitohy Tambinteny Mpamaritra Mpamaritra Anarana Mpamaritra Anarana Mpanoritra Anarana Matoanteny Mpanoritra Anarana Kianteny Matoanteny Mpamaritra Mpanoritra Anarana Mpampiankina Mpanoritra Anarana Mpisolo Mpampitohy Mpanoritra Anarana Matoanteny Tambinteny Anarana
"""Ary ny andron'i Adama taorian'ny niterahany an'i Seta dia valon-jato taona; ary niteraka zazalahy sy zazavavy izy.""",Mpampitohy Mpanoritra Anarana Mpanoritra Anarana Tambinteny Mpanoritra Matoanteny Tambinteny Mpanoritra Anarana Kianteny Mpamaritra Mpamaritra Anarana Mpampitohy Matoanteny Anarana Mpampitohy Anarana Mpisolo 
"""Ary ny andro rehetra niainan'i Adama dia telo-polo amby sivin-jato taona; dia maty izy.""",Mpampitohy Mpanoritra Anarana Mpamaritra Matoanteny Mpanoritra Anarana Kianteny Mpamaritra Mpamaritra Anarana Mpamaritra Mpamaritra Anarana Kianteny Matoanteny Mpisolo
"""Ary rehefa dimy amby zato taona ny andro niainan'i Seta, dia niteraka an'i Enosy izy.""",Mpampitohy Tambinteny Mpamaritra Anarana Mpamaritra Anarana Mpanoritra Anarana Matoanteny Mpanoritra Anarana Kianteny Matoanteny Mpamaritra Mpanoritra Anarana Mpisolo
"""Ary ny andro niainan'i Seta taorian'ny niterahany an'i Enosy dia fito amby valon-jato taona; ary niteraka zazalahy sy zazavavy izy.""",Mpampitohy Mpanoritra Anarana Matoanteny Mpanoritra Anarana Tambinteny Mpanoritra Matoanteny Tambinteny Mpanoritra Anarana Kianteny Mpamaritra Anarana Mpamaritra Mpamaritra Anarana Mpampitohy Matoanteny Anarana Mpampitohy Anarana Mpisolo
"""Ary ny andro rehetra niainan'i Seta dia roa ambin'ny folo amby sivin-jato taona; dia maty izy; Ary rehefa sivi-folo taona ny andro niainan'i Enosy, dia niteraka an'i Kenana izy.""",Mpampitohy Mpanoritra Anarana Mpamaritra Matoanteny Mpanoritra Anarana Kianteny Mpamaritra Anarana Mpanoritra Mpamaritra Anarana Mpamaritra Mpamaritra Anarana Kianteny Matoanteny Mpisolo Mpampitohy Tambinteny Mpamaritra Mpamaritra Anarana Mpanoritra Anarana Matoanteny Mpanoritra Anarana Kianteny Matoanteny Tambinteny Mpanoritra Anarana Mpisolo 
"""Ary ny andro niainan'i Enosy taorian'ny niterahany an'i Kenana dia dimy ambin'ny folo amby valon-jato taona; ary niteraka zazalahy sy zazavavy izy; Ary ny andro rehetra niainan'i Enosy dia dimy amby sivin-jato taona; dia maty izy.""",Mpampitohy Mpanoritra Anarana Matoanteny Mpanoritra Anarana Tambinteny Mpanoritra Matoanteny Tambinteny Mpanoritra Anarana Kianteny Mpamaritra Anarana Mpanoritra Mpamaritra Anarana Mpamaritra Mpamaritra Anarana Mpampitohy Matoanteny Anarana Mpampitohy Anarana Mpisolo Mpampitohy Mpanoritra Anarana Mpamaritra Matoanteny Mpanoritra Anarana Kianteny Mpamaritra Anarana Mpamaritra Mpamaritra Anarana Kianteny Matoanteny Mpisolo
"""Ary rehefa fito-polo taona ny andro niainan'i Kenana, dia niteraka an'i Mahalalila izy.""",Mpampitohy Tambinteny Mpamaritra Mpamaritra Anarana Mpanoritra Anarana Matoanteny Mpanoritra Anarana Kianteny Matoanteny Tambinteny Mpanoritra Anarana Mpisolo
"""Ary ny andro niainan'i Kenana taorian'ny niterahany an'i Mahalalila dia efa-polo amby valon-jato taona; ary niteraka zazalahy sy zazavavy izy.""",Mpampitohy Mpanoritra Anarana Matoanteny Mpanoritra Anarana Tambinteny Mpanoritra Matoanteny Tambinteny Mpanoritra Anarana Kianteny Mpamaritra Mpamaritra Anarana Mpamaritra Mpamaritra Anarana Mpampitohy Matoanteny Anarana Mpampitohy Anarana Mpisolo
